term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Total,Total,2811820,669117657,33275730,25283555,7992175,5,3.8,1.2,346970,12.3,77837695,15048415,9475013,5573402,19.3,12.2,7.2,19372969,2290499,421458,65414,33530,198015,.,872488,1966988,25221361,1028907,372500,6036277,539734,7977418,33198779
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Gender,Gender_male,1424865,338925625,16674891,12673524,4001367,4.9,3.7,1.2,172690,12.1,38689933,7472750,4694332,2778418,19.3,12.1,7.2,9595002,1055883,221410,34813,18378,96564,.,627853,987488,12637391,513391,194864,3012418,272252,3992925,16630316
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Gender,Gender_female,1386955,330192032,16600839,12610031,3990808,5,3.8,1.2,174280,12.6,39147762,7575665,4780681,2794984,19.4,12.2,7.1,9777967,1234616,200048,30601,15152,101451,.,244635,979500,12583970,515516,177636,3023859,267482,3984493,16568463
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_White_Total,2149290,513489377,26620336,20338011,6282325,5.2,4,1.2,281695,13.1,63726780,12515466,7932073,4583393,19.6,12.4,7.2,15947802,1828758,31182,46522,32403,146229,.,669742,1592259,20294897,708386,281076,4888604,395427,6273493,26568390
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_British,1993845,477297605,24600978,18977433,5623545,5.2,4,1.2,258340,13,58692120,11541783,7406880,4134903,19.7,12.6,7,14925883,1703528,15377,43138,18017,132673,.,620300,1479723,18938639,619305,259226,4395354,341793,5615678,24554317
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Irish,8985,2144123,118226,90545,27681,5.5,4.2,1.3,1265,14.1,285019,55580,34457,21123,19.5,12.1,7.4,69079,8825,109,296,250,684,.,2558,8439,90240,2023,1388,21498,2723,27632,117872
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,1255,265702,46644,23288,23356,17.6,8.8,8.8,710,56.5,141610,41331,19420,21911,29.2,13.7,15.5,10740,1162,45,15,5308,71,.,2454,3416,23211,1161,813,19291,1840,23105,46316
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,8180,1755023,241651,104990,136661,13.8,6,7.8,3895,47.6,808986,196031,78446,117585,24.2,9.7,14.5,61497,8095,141,41,7559,239,.,12479,14823,104874,8421,2598,115491,10099,136609,241483
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,137025,32026924,1612837,1141755,471082,5,3.6,1.5,17490,12.8,3799045,680741,392870,287871,17.9,10.3,7.6,880603,107148,15510,3032,1269,12562,.,31951,85858,1137933,77476,17051,336970,38972,470469,1608402
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Mixed_Total,132150,31257444,1669885,1214947,454938,5.3,3.9,1.5,18640,14.1,4136831,812492,486166,326326,19.6,11.8,7.9,901253,108545,20888,3929,88,9789,.,59275,107299,1211066,44640,29113,348916,31544,454213,1665279
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,39780,9387759,587114,405163,181951,6.3,4.3,1.9,7225,18.2,1609327,323463,185491,137972,20.1,11.5,8.6,301369,33560,576,742,5,2395,.,26974,38822,404443,12122,11824,145908,11950,181804,586247
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,16210,3831278,186556,136047,50509,4.9,3.6,1.3,1925,11.9,424663,82427,49461,32966,19.4,11.6,7.8,100647,12346,2416,404,3,1281,.,6525,12132,135754,5783,3745,37141,3811,50480,186234
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,29900,7119560,340111,263469,76642,4.8,3.7,1.1,3525,11.8,786843,147958,94512,53446,18.8,12,6.8,195896,24390,8269,1249,6,2352,.,8390,21412,261964,10691,4241,56980,4371,76283,338247
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,46265,10918847,556104,410268,145836,5.1,3.8,1.3,5965,12.9,1315998,258644,156702,101942,19.7,11.9,7.7,303341,38249,9627,1534,74,3761,.,17386,34933,408905,16044,9303,108887,11412,145646,554551
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,283540,67317984,2794885,2140687,654198,4.2,3.2,1,24800,8.7,5501569,896423,568265,328158,16.3,10.3,6,1450467,186164,279426,10276,128,25105,.,45611,130670,2127847,191471,22561,385964,50381,650377,2778224
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,75545,18017115,606492,493873,112619,3.4,2.7,0.6,4530,6,1018459,163977,112924,51053,16.1,11.1,5,356064,48743,32835,4410,4,8349,.,5275,34528,490208,38517,4174,59469,8786,110946,601154
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,115885,27323203,1340868,991605,349263,4.9,3.6,1.3,13275,11.5,2937212,481204,296130,185074,16.4,10.1,6.3,642701,79041,168681,2662,53,8431,.,27177,55549,984295,105828,10652,206557,24595,347632,1331927
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,47310,11333422,489192,373188,116004,4.3,3.3,1,4135,8.7,935790,150494,94351,56143,16.1,10.1,6,257724,29843,54270,639,7,3687,.,7938,18478,372586,25895,4717,76642,8591,115845,488431
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,44805,10644244,358333,282021,76312,3.4,2.6,0.7,2865,6.4,610108,100748,64860,35888,16.5,10.6,5.9,193978,28537,23640,2565,64,4638,.,5221,22115,280758,21231,3018,43296,8409,75954,356712
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Black_Total,152620,35972069,1247922,905574,342348,3.5,2.5,1,11255,7.4,2392081,433865,257538,176327,18.1,10.8,7.4,592425,98068,51977,2345,38,7889,.,72243,79743,904728,44035,28694,229304,39617,341650,1246378
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,38520,9086059,428654,298807,129847,4.7,3.3,1.4,4750,12.3,1045925,195330,114062,81268,18.7,10.9,7.8,203818,29040,1108,514,3,2909,.,28837,32281,298510,14008,12164,89473,13763,129408,427918
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_African,95060,22432377,648589,487698,160891,2.9,2.2,0.7,4770,5,976356,169773,103949,65824,17.4,10.6,6.7,307478,56398,47762,1574,25,4091,.,34084,35846,487258,23574,12225,103975,20958,160732,647990
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,19035,4453633,170679,119069,51610,3.8,2.7,1.2,1735,9.1,369800,68762,39527,29235,18.6,10.7,7.9,81129,12630,3107,257,10,889,.,9322,11616,118960,6453,4305,35856,4896,51510,170470
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Chinese,9860,2361211,45710,38281,7429,1.9,1.6,0.3,250,2.5,54460,9071,6554,2517,16.7,12,4.6,26388,5390,181,578,1,1446,.,273,3923,38180,2471,316,3773,863,7423,45603
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Any_Other_Ethnic_Group,44595,10415232,438739,313155,125584,4.2,3,1.2,4140,9.3,873635,153207,86363,66844,17.5,9.9,7.7,207183,34043,31380,649,246,4529,.,11612,23053,312695,25904,4256,84290,10972,125422,438117
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minority_Ethnic_Group,778210,183515712,8216499,5973222,2243277,4.5,3.3,1.2,82440,10.6,17993236,3278741,1930079,1348662,18.2,10.7,7.5,4199635,557440,399657,21161,14887,62314,.,238456,457224,5950774,397602,106790,1545497,187011,2236900,8187674
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Unclassified,39765,8304340,458253,332900,125353,5.5,4,1.5,6190,15.6,1152339,227891,138054,89837,19.8,12,7.8,247451,29531,6424,1115,626,3028,.,13732,30041,331948,12000,6484,95426,10930,124840,456788
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_1_and_below,7400,1702310,83777,65480,18297,4.9,3.8,1.1,980,13.2,214172,33490,22830,10660,15.6,10.7,5,53520,3930,2229,0,2,825,.,277,3693,64476,4588,1315,10701,1552,18156,82632
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_2,6240,1440284,64305,48537,15768,4.5,3.4,1.1,650,10.4,142240,22989,14520,8469,16.2,10.2,6,37921,3287,2015,0,124,646,.,143,3351,47487,4824,902,8295,1647,15668,63155
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_3,6070,1405660,59705,44165,15540,4.2,3.1,1.1,615,10.1,132841,21057,12978,8079,15.9,9.8,6.1,34133,3165,1926,0,37,762,.,376,2565,42964,4368,822,8354,1844,15388,58352
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_4,5295,1235699,52171,38765,13406,4.2,3.1,1.1,525,9.9,116990,18191,11452,6739,15.5,9.8,5.8,29846,2700,1933,0,13,512,.,531,2252,37787,3674,762,7430,1444,13310,51097
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_5,17780,4251500,157362,133351,24011,3.7,3.1,0.6,1315,7.4,296944,47000,35783,11217,15.8,12.1,3.8,108041,9866,2078,2,501,2391,.,1436,8072,132387,8615,1570,11951,1800,23936,156323
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_6,19675,4745131,183204,155517,27687,3.9,3.3,0.6,1520,7.7,353819,57190,43804,13386,16.2,12.4,3.8,127227,11679,1928,12,580,2188,.,1489,10042,155145,9832,1600,14336,1814,27582,182727
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_7,571215,136780779,5347432,4384950,962482,3.9,3.2,0.7,47860,8.4,10899879,1873733,1301164,572569,17.2,11.9,5.3,3548222,316866,85077,193,7512,39516,.,95435,282732,4375553,186219,25557,682603,66592,960971,5336524
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_8,556495,132484140,6196809,4883859,1312950,4.7,3.7,1,62405,11.2,14120889,2528432,1682422,846010,17.9,11.9,6,3820445,412647,86200,251,7847,46468,.,155741,344153,4873752,228460,42023,952582,88160,1311225,6184977
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_9,536200,127618101,6583651,5049216,1534435,5.2,4,1.2,69250,12.9,15668215,2954099,1902112,1051987,18.9,12.1,6.7,3855997,473927,83997,293,7628,42410,.,193052,382094,5039398,219352,62760,1148885,101465,1532462,6571860
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_10,537985,128473791,7147321,5264375,1882946,5.6,4.1,1.5,77475,14.4,17663962,3558589,2178937,1379652,20.1,12.3,7.8,3939771,523278,80270,429,4830,37637,.,228221,434876,5249312,201987,97747,1455446,122685,1877865,7127177
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_11,532615,128518946,7309165,5170576,2138589,5.7,4,1.7,77070,14.5,18035427,3850027,2229405,1620622,21.3,12.4,9,3801180,527301,73069,63848,4248,24519,.,189900,474425,5158490,155250,136754,1697613,145447,2135064,7293554
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_12_and_above,535,110515,6566,3681,2885,5.9,3.3,2.6,90,16.8,17687,3280,1480,1800,18.5,8.4,10.2,2169,319,63,364,8,90,.,18,630,3661,135,149,1095,1481,2860,6521
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,NC year,NC_Year_Not_followed_or_missing,14320,350801,84262,41083,43179,24,11.7,12.3,7225,50.4,174630,80338,38126,42212,46,21.8,24.2,14497,1534,673,22,200,51,.,5869,18103,40949,1603,539,36986,3803,42931,83880
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,FSM,FSM_eligible,406835,95660576,7744401,4825975,2918426,8.1,5,3.1,102085,25.1,23168769,4973970,2633729,2340241,21.5,11.4,10.1,3433189,419205,98519,3485,6551,22016,.,323921,511653,4818539,159215,130970,2448697,175756,2914638,7733177
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,FSM,FSM_Not_eligible,2390670,573106384,25447171,20416601,5030570,4.4,3.6,0.9,237665,9.9,54494400,9994211,6803262,3190949,18.3,12.5,5.9,15925283,1869760,322266,61907,26779,175948,.,542698,1437336,20361977,868089,240991,3550594,360175,5019849,25381826
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,FSM,FSM_unclassified,14320,350697,84158,40979,43179,24,11.7,12.3,7220,50.4,174526,80234,38022,42212,46,21.8,24.2,14497,1534,673,22,200,51,.,5869,17999,40845,1603,539,36986,3803,42931,83776
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_No_identified_SEN,2404570,575704885,26460734,20570049,5890685,4.6,3.6,1,257150,10.7,58942604,10835741,6956751,3878990,18.4,11.8,6.6,16102450,1838898,366945,58805,23308,170292,.,526795,1428416,20515909,877563,271911,4318515,411757,5879746,26395655
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_Statement_or_EHCP,52100,12322847,876745,656562,220183,7.1,5.3,1.8,10680,20.5,2421156,550104,371347,178757,22.7,15.3,7.4,427786,80584,6489,1075,1565,4793,.,45942,87493,655727,17120,11203,177166,14448,219937,875664
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_SEN_Support,341005,80749034,5856002,4016809,1839193,7.3,5,2.3,72005,21.1,16304244,3584100,2109620,1474480,22,12.9,9,2828568,369511,47351,5512,8457,22879,.,293982,433464,4009724,132657,88851,1504599,109762,1835869,5845593
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_Unclassified,14145,340891,82249,40135,42114,24.1,11.8,12.4,7135,50.5,169691,78470,37295,41175,46.2,22,24.3,14165,1506,673,22,200,51,.,5769,17615,40001,1567,535,35997,3767,41866,81867
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,First language,First_language_Known_or_believed_to_be_English,2358170,563072314,28698123,22016805,6681318,5.1,3.9,1.2,301955,12.8,68218068,13367417,8525349,4842068,19.6,12.5,7.1,17108320,1984421,123907,54971,31787,160506,.,764890,1738047,21966849,748058,325589,5166558,430420,6670625,28637474
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,First language,First_language_Known_or_believed_to_be_other_than_English,445210,104142156,4479410,3198674,1280736,4.3,3.1,1.2,43750,9.8,9375296,1633359,922829,710530,17.4,9.8,7.6,2215192,300247,294364,10212,1705,37021,.,104360,223558,3186659,277509,45484,847565,106342,1276900,4463559
Autumn and spring term,201516,National,E92000001,England,State-funded secondary,First language,First_language_Unclassified,8440,1903187,98197,68076,30121,5.2,3.6,1.6,1265,15,244331,47639,26835,20804,19.5,11,8.5,49457,5831,3187,231,38,488,.,3238,5383,67853,3340,1427,22154,2972,29893,97746
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Total,Total,6503840,1589076637,72146803,57278431,14868372,4.5,3.6,0.9,723285,11.1,165875479,28537326,19366653,9170673,17.2,11.7,5.5,46573697,4550548,193887,76793,138613,875205,.,984718,3778293,57171754,3145072,990205,9498932,1208126,14842335,72014089
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Gender,Gender_male,3307965,808054942,36582217,29090211,7492006,4.5,3.6,0.9,366790,11.1,84005435,14441304,9832550,4608754,17.2,11.7,5.5,23475927,2243216,99043,40290,71400,437042,.,734972,1929396,29031286,1573907,512251,4783946,608489,7478593,36509879
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Gender,Gender_female,3195875,781021695,35564586,28188220,7376366,4.6,3.6,0.9,356495,11.2,81870044,14096022,9534103,4561919,17.2,11.6,5.6,23097770,2307332,94844,36503,67213,438163,.,249746,1848897,28140468,1571165,477954,4714986,599637,7363742,35504210
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_White_Total,4943165,1213506415,56595804,45400873,11194931,4.7,3.7,0.9,568020,11.5,131532477,22934493,15755161,7179332,17.4,12,5.5,37166155,3604100,37059,58921,135911,639556,.,765959,2911589,45319250,2133980,748768,7424512,870590,11177850,56497100
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_British,4553615,1120884195,51421127,41656726,9764401,4.6,3.7,0.9,505835,11.1,117962058,20510465,14269015,6241450,17.4,12.1,5.3,34192356,3332675,28560,55024,50127,575345,.,711524,2638632,41584243,1878139,688186,6442644,741412,9750381,51334624
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Irish,19605,4799418,248507,196170,52337,5.2,4.1,1.1,2615,13.3,588646,109765,72212,37553,18.6,12.3,6.4,152518,15818,252,697,3261,2418,.,3396,17418,195778,5993,3838,36988,5315,52134,247912
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,5260,1112338,188407,104557,83850,16.9,9.4,7.5,3070,58.3,619633,164374,87359,77015,26.5,14.1,12.4,48447,3914,222,42,34082,543,.,3027,14159,104436,2973,4062,69829,6839,83703,188139
Autumn and spring term,201415,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,22030,4901239,613661,338403,275258,12.5,6.9,5.6,10400,47.2,2207623,482589,251099,231490,21.9,11.4,10.5,220020,20004,392,264,45994,1505,.,14203,35541,337923,20443,9662,224615,20255,274975,612898
